"Supplementary Table S9. Read-level specificity of different model architectures on variable-length reads simulated from 3,269 MAGs excluded from training",,,,,,,
MAG_ID_ENA,ResNet-like CNN,CNN + LSTM,Seq2species,Embed + Pool,Embed + CNN,Embed + LSTM,Embed + LSTM + Attention
MAG-GUT28915,0.000,0.000,0.250,0.999,0.954,0.997,0.999
MAG-GUT28960,0.000,1.000,0.957,0.999,0.999,0.997,0.993
MAG-GUT28964,0.000,1.000,0.940,0.996,0.994,0.996,0.992
MAG-GUT28976,0.000,1.000,1.000,0.998,0.996,0.995,0.993
MAG-GUT28983,0.000,0.000,0.000,0.182,0.000,0.877,0.955
MAG-GUT29001,0.000,1.000,0.970,0.997,0.993,0.994,0.992
MAG-GUT29051,0.000,1.000,0.998,1.000,1.000,0.999,0.998
MAG-GUT29076,0.000,1.000,1.000,1.000,1.000,1.000,0.999
MAG-GUT29111,0.000,0.000,0.667,0.183,0.000,0.511,0.897
MAG-GUT29134,0.000,0.000,0.750,0.164,0.000,0.482,0.901
MAG-GUT2914,0.000,0.000,0.600,0.204,0.000,0.484,0.899
MAG-GUT29175,0.000,0.000,0.000,0.995,0.996,0.995,0.994
MAG-GUT29189,0.000,0.000,0.000,0.919,0.706,0.877,0.932
MAG-GUT29214,0.000,0.000,1.000,0.928,0.842,0.861,0.925
MAG-GUT29221,0.000,0.000,0.000,0.918,0.929,0.859,0.932
MAG-GUT29239,0.000,1.000,0.750,0.999,0.992,0.996,0.993
MAG-GUT29293,0.000,0.000,0.500,0.965,1.000,0.973,0.972
MAG-GUT29345,0.000,0.000,1.000,0.167,0.143,0.433,0.888
MAG-GUT29364,0.000,0.000,0.000,0.867,0.000,0.912,0.893
MAG-GUT29376,0.000,0.000,0.500,0.188,0.087,0.444,0.887
MAG-GUT2937,0.000,0.000,0.000,1.000,0.994,1.000,0.998
MAG-GUT29414,0.000,0.000,0.000,0.423,0.000,0.679,0.748
MAG-GUT29476,0.000,0.000,0.000,0.934,0.762,0.874,0.942
MAG-GUT29483,0.000,0.000,0.000,0.976,0.887,0.940,0.931
MAG-GUT29494,0.000,0.000,0.000,0.513,0.250,0.683,0.712
MAG-GUT29515,0.000,0.000,0.000,0.999,1.000,0.997,0.993
MAG-GUT29557,0.000,0.000,0.000,0.704,0.000,0.830,0.907
MAG-GUT29569,0.000,0.000,0.000,0.999,0.995,0.997,0.993
MAG-GUT29582,0.000,0.000,0.000,0.942,0.823,0.937,0.947
MAG-GUT29587,0.000,1.000,0.951,0.983,0.974,0.994,0.993
MAG-GUT29600,0.000,0.000,1.000,0.983,0.940,0.988,0.968
MAG-GUT2965,0.000,1.000,0.000,0.586,0.833,0.408,0.748
MAG-GUT29781,0.000,1.000,0.950,0.974,0.955,0.983,0.980
MAG-GUT29784,0.000,0.000,0.000,0.811,0.926,0.934,0.945
MAG-GUT29812,0.000,0.000,0.000,0.215,0.324,0.473,0.894
MAG-GUT29856,0.000,1.000,0.937,0.969,0.944,0.986,0.983
MAG-GUT29860,0.000,1.000,1.000,0.940,0.831,0.980,0.988
MAG-GUT29870,0.000,0.000,1.000,0.991,1.000,0.993,0.991
MAG-GUT29878,0.000,0.130,0.859,0.817,0.844,0.918,0.964
MAG-GUT29885,0.000,0.000,0.000,0.974,0.000,0.975,0.976
MAG-GUT29911,0.000,0.000,1.000,0.990,0.980,0.976,0.969
MAG-GUT29933,0.000,0.000,0.500,0.176,0.000,0.414,0.887
MAG-GUT29963,0.000,0.000,0.000,0.804,0.000,0.907,0.935
MAG-GUT30085,0.000,0.000,1.000,1.000,1.000,0.999,0.998
MAG-GUT30091,0.000,0.000,0.000,0.786,1.000,0.890,0.894
MAG-GUT30098,0.000,0.000,0.000,0.948,1.000,0.976,0.863
MAG-GUT30099,0.000,0.000,0.000,0.086,0.000,0.728,0.957
MAG-GUT30102,0.000,0.000,0.000,0.835,0.667,0.792,0.796
MAG-GUT30142,0.000,1.000,1.000,0.996,0.996,0.996,0.988
MAG-GUT30268,0.000,0.000,0.750,0.237,0.200,0.438,0.887
MAG-GUT30319,0.000,0.000,0.000,0.175,0.000,0.518,0.896
MAG-GUT30323,0.000,0.000,0.800,0.199,0.026,0.511,0.909
MAG-GUT30383,0.000,1.000,1.000,0.998,1.000,0.998,0.995
MAG-GUT30439,0.000,0.000,0.000,0.992,1.000,0.996,0.998
MAG-GUT30448,0.000,0.000,0.000,0.227,0.241,0.494,0.902
MAG-GUT30479,0.000,0.000,0.000,0.996,1.000,0.997,0.992
MAG-GUT30522,0.000,0.000,0.500,0.227,0.217,0.481,0.890
MAG-GUT30539,0.000,0.000,0.000,0.894,0.782,0.900,0.903
MAG-GUT30560,0.000,0.000,1.000,0.192,0.000,0.441,0.859
MAG-GUT30581,0.000,1.000,0.923,0.962,0.955,0.982,0.977
MAG-GUT30604,0.000,0.000,0.000,0.963,0.833,0.927,0.919
MAG-GUT30639,1.000,0.999,1.000,1.000,1.000,0.999,0.999
MAG-GUT30699,0.000,1.000,0.943,0.980,0.967,0.987,0.984
MAG-GUT30728,0.000,1.000,0.992,0.998,0.995,0.998,0.991
MAG-GUT308,0.000,0.950,0.972,0.977,0.954,0.970,0.950
MAG-GUT3090,0.000,0.000,0.000,0.986,0.970,0.987,0.984
MAG-GUT30970,0.000,1.000,0.993,0.999,1.000,0.998,0.994
MAG-GUT31002,0.000,0.000,0.000,0.908,0.818,0.923,0.979
MAG-GUT31010,0.000,0.000,0.333,0.223,0.242,0.478,0.906
MAG-GUT31018,0.000,0.000,0.000,0.990,0.985,0.985,0.980
MAG-GUT31079,0.000,0.000,0.667,0.227,0.088,0.490,0.911
MAG-GUT31093,0.000,1.000,0.987,0.990,0.993,0.993,0.994
MAG-GUT3110,0.000,0.000,0.000,0.971,0.900,0.953,0.927
MAG-GUT31138,0.000,1.000,0.994,1.000,1.000,0.998,0.995
MAG-GUT31232,0.000,0.000,0.000,0.810,1.000,0.872,0.900
MAG-GUT31235,0.000,1.000,1.000,0.978,0.918,0.980,0.976
MAG-GUT31276,0.000,0.000,0.000,0.997,0.990,0.996,0.994
MAG-GUT31302,0.000,1.000,0.934,0.959,0.952,0.979,0.978
MAG-GUT31303,0.000,0.833,0.000,0.992,0.985,0.986,0.990
MAG-GUT31343,0.000,0.000,0.000,0.465,0.120,0.620,0.802
MAG-GUT31431,0.000,0.000,0.000,0.743,0.667,0.780,0.489
MAG-GUT31433,0.000,0.000,0.200,0.198,0.133,0.447,0.887
MAG-GUT31502,0.000,0.000,0.000,0.976,0.931,0.958,0.973
MAG-GUT31519,0.000,1.000,1.000,0.997,0.997,0.997,0.997
MAG-GUT31529,0.000,0.000,0.500,0.161,0.081,0.461,0.887
MAG-GUT31533,0.000,0.000,0.000,0.988,1.000,0.996,0.997
MAG-GUT31540,0.000,0.000,0.000,0.907,0.704,0.901,0.977
MAG-GUT31546,0.000,0.000,0.600,0.991,1.000,0.980,0.903
MAG-GUT31555,0.000,0.000,0.000,0.716,0.500,0.866,0.891
MAG-GUT31580,0.000,0.000,0.250,0.192,0.067,0.475,0.890
MAG-GUT31702,0.000,0.000,0.000,0.997,0.986,0.997,0.992
MAG-GUT31741,0.000,0.000,0.000,0.911,0.867,0.871,0.942
MAG-GUT3175,0.000,0.000,0.600,0.224,0.118,0.496,0.878
MAG-GUT31783,0.000,0.000,0.000,0.142,0.000,0.426,0.880
MAG-GUT31785,0.000,0.889,0.748,0.984,0.985,0.985,0.987
MAG-GUT317,0.000,0.000,0.000,0.948,0.773,0.923,0.979
MAG-GUT31802,0.000,1.000,0.991,0.998,0.997,0.994,0.995
MAG-GUT31872,0.000,0.000,0.400,0.984,1.000,0.977,0.894
MAG-GUT31931,0.000,0.000,0.000,0.940,0.949,0.973,0.864
MAG-GUT32002,0.000,0.000,1.000,0.880,0.750,0.965,0.985
MAG-GUT32018,0.000,0.000,0.000,0.968,1.000,0.943,0.946
MAG-GUT32053,0.000,0.000,0.000,0.083,0.000,0.768,0.941
MAG-GUT32102,0.000,0.000,0.000,0.750,0.833,0.844,0.858
MAG-GUT32106,0.000,1.000,0.944,0.983,0.975,0.992,0.993
MAG-GUT32130,0.000,0.000,0.000,0.915,0.765,0.979,0.989
MAG-GUT3213,0.000,0.000,0.250,0.223,0.222,0.467,0.892
MAG-GUT32169,0.000,1.000,0.952,0.999,0.988,0.996,0.993
MAG-GUT32170,0.000,0.000,0.000,0.958,0.000,0.976,0.993
MAG-GUT32215,0.000,1.000,1.000,0.997,0.997,0.998,0.991
MAG-GUT32242,0.000,0.000,0.000,0.982,0.000,0.997,0.992
MAG-GUT32255,0.000,0.000,1.000,0.946,1.000,0.988,0.987
MAG-GUT3231,0.000,0.000,0.000,0.990,1.000,0.997,0.992
MAG-GUT32339,0.000,0.000,0.000,0.780,0.000,0.844,0.901
MAG-GUT3233,0.000,0.000,0.000,1.000,1.000,0.999,0.995
MAG-GUT32343,0.000,0.000,0.000,0.976,0.941,0.990,0.991
MAG-GUT32351,0.000,0.000,0.000,0.504,0.071,0.657,0.816
MAG-GUT32354,0.000,0.000,0.000,0.959,0.750,0.990,0.993
MAG-GUT32356,0.000,0.000,0.000,0.976,0.915,0.958,0.969
MAG-GUT32383,0.000,0.000,0.000,0.849,1.000,0.868,0.946
MAG-GUT32404,0.000,0.000,0.000,0.836,0.833,0.847,0.796
MAG-GUT32425,0.000,0.000,0.000,0.637,0.667,0.909,0.971
MAG-GUT32469,0.000,0.000,0.571,0.987,0.999,0.976,0.912
MAG-GUT32470,0.000,1.000,0.991,0.998,0.997,0.997,0.998
MAG-GUT32509,0.000,0.000,0.000,0.884,1.000,0.863,0.854
MAG-GUT32544,0.000,0.000,0.000,0.924,0.809,0.916,0.933
MAG-GUT32557,0.000,0.000,0.000,0.986,1.000,0.998,0.881
MAG-GUT32575,0.000,1.000,0.994,0.996,0.995,0.989,0.971
MAG-GUT32583,0.000,0.000,1.000,0.943,0.835,0.932,0.919
MAG-GUT32588,0.000,0.000,0.000,0.961,0.865,0.956,0.988
MAG-GUT32654,0.000,0.000,0.000,0.995,0.983,0.989,0.992
MAG-GUT32667,0.000,1.000,0.000,0.804,1.000,0.496,0.745
MAG-GUT32691,0.000,0.000,1.000,0.791,0.676,0.911,0.951
MAG-GUT32779,0.000,0.500,0.000,0.923,0.667,0.932,0.973
MAG-GUT32792,0.000,0.000,0.250,0.947,0.855,0.913,0.905
MAG-GUT32803,0.000,0.000,0.000,0.996,0.990,0.995,0.989
MAG-GUT32879,0.000,0.000,0.000,0.908,0.950,0.853,0.825
MAG-GUT32882,0.000,0.000,0.000,1.000,1.000,0.996,0.990
MAG-GUT32889,0.000,0.000,0.000,0.965,0.930,0.961,0.975
MAG-GUT32902,0.000,0.000,0.000,0.973,0.953,0.956,0.972
MAG-GUT32929,0.000,0.000,0.000,0.907,0.571,0.895,0.978
MAG-GUT32939,0.000,0.000,0.600,0.223,0.056,0.492,0.894
MAG-GUT32966,0.000,1.000,0.994,0.995,0.997,0.994,0.987
MAG-GUT32970,0.000,0.000,0.000,0.655,1.000,0.428,0.753
MAG-GUT3301,0.000,0.000,0.000,0.953,0.915,0.991,0.992
MAG-GUT33032,0.000,0.000,0.500,0.226,0.086,0.466,0.858
MAG-GUT33095,0.000,0.000,0.000,0.960,1.000,0.984,0.868
MAG-GUT3315,0.000,0.000,0.000,0.980,0.000,0.984,0.997
MAG-GUT3323,0.000,0.000,0.000,0.942,0.864,0.989,0.993
MAG-GUT33244,0.000,0.000,0.000,0.436,0.000,0.655,0.719
MAG-GUT33270,0.000,0.000,0.000,0.500,0.143,0.626,0.937
MAG-GUT33324,0.000,0.000,0.000,0.758,0.000,0.797,0.780
MAG-GUT33329,0.000,0.000,0.000,0.936,0.875,0.891,0.975
MAG-GUT33356,0.000,0.000,0.000,0.971,1.000,0.980,0.878
MAG-GUT33386,0.000,1.000,0.000,0.796,0.943,0.473,0.754
MAG-GUT33415,0.000,0.000,0.500,0.978,0.848,0.944,0.928
MAG-GUT33443,0.000,0.000,0.625,0.227,0.188,0.466,0.889
MAG-GUT33511,0.000,1.000,1.000,0.971,0.955,0.981,0.981
MAG-GUT33530,0.000,0.902,0.748,0.978,0.995,0.985,0.990
MAG-GUT33557,0.000,0.000,0.000,0.552,0.000,0.718,0.744
MAG-GUT33566,0.000,0.000,0.000,0.756,0.000,0.854,0.889
MAG-GUT33569,0.000,0.000,0.000,0.465,0.000,0.711,0.741
MAG-GUT335,0.000,0.000,0.000,0.980,0.976,0.972,0.964
MAG-GUT33604,0.000,1.000,1.000,0.999,0.999,0.999,0.997
MAG-GUT33640,0.000,1.000,1.000,0.998,1.000,0.996,0.990
MAG-GUT33657,0.000,0.071,0.838,0.853,0.855,0.921,0.968
MAG-GUT33658,0.000,0.000,0.000,0.938,0.867,0.895,0.870
MAG-GUT33659,0.000,0.000,0.400,0.193,0.048,0.470,0.890
MAG-GUT336,0.000,1.000,0.000,0.842,0.000,0.910,0.961
MAG-GUT3377,0.000,0.000,0.000,0.915,0.400,0.926,0.883
MAG-GUT33836,0.000,1.000,0.991,1.000,1.000,0.999,0.998
MAG-GUT33845,0.000,0.000,0.000,0.198,0.086,0.486,0.898
MAG-GUT33885,0.000,0.000,0.000,0.192,0.038,0.452,0.887
MAG-GUT33906,0.000,0.000,0.000,0.967,0.923,0.938,0.931
MAG-GUT33914,0.000,0.000,0.250,0.945,0.736,0.972,0.974
MAG-GUT33983,0.000,0.000,1.000,0.195,0.071,0.412,0.859
MAG-GUT34183,0.000,0.000,0.000,0.976,0.918,0.947,0.944
MAG-GUT34193,0.000,0.000,0.000,0.821,1.000,0.896,0.880
MAG-GUT34206,0.000,0.000,0.800,0.835,0.672,0.917,0.964
MAG-GUT34223,0.000,0.000,0.857,0.275,0.061,0.496,0.907
MAG-GUT34245,0.000,1.000,0.980,1.000,1.000,0.999,0.998
MAG-GUT34249,0.000,0.000,0.500,0.189,0.029,0.492,0.913
MAG-GUT3427,0.000,0.000,0.000,0.154,0.000,0.874,0.984
MAG-GUT3435,0.000,0.000,0.000,0.286,0.000,0.879,0.987
MAG-GUT34421,0.000,0.000,1.000,0.827,0.627,0.924,0.964
MAG-GUT34513,0.000,0.000,0.750,0.861,0.691,0.915,0.964
MAG-GUT34540,0.000,1.000,0.991,0.999,0.998,0.999,0.998
MAG-GUT34569,0.000,0.000,0.000,0.967,0.906,0.935,0.905
MAG-GUT34592,0.000,0.000,1.000,0.967,0.894,0.942,0.924
MAG-GUT34594,0.000,0.000,0.000,0.504,0.000,0.703,0.764
MAG-GUT34600,0.000,1.000,1.000,0.976,0.333,0.977,0.974
MAG-GUT34661,0.000,0.000,0.000,0.209,0.069,0.476,0.896
MAG-GUT34689,0.000,0.000,0.000,0.972,0.928,0.949,0.942
MAG-GUT34724,0.000,0.000,1.000,0.991,1.000,0.986,0.977
MAG-GUT3474,0.000,0.000,0.000,1.000,1.000,0.996,0.997
MAG-GUT34763,0.000,0.000,0.333,0.243,0.032,0.452,0.904
MAG-GUT34778,0.000,0.000,0.600,0.833,0.678,0.925,0.963
MAG-GUT3477,0.000,0.000,0.000,1.000,1.000,0.998,0.994
MAG-GUT3478,0.000,0.000,0.000,0.997,1.000,0.997,0.995
MAG-GUT3479,0.000,0.000,0.000,0.987,1.000,1.000,0.996
MAG-GUT34803,0.000,0.000,1.000,0.202,0.080,0.457,0.869
MAG-GUT3480,0.000,0.000,0.000,0.973,0.500,0.994,0.998
MAG-GUT34814,0.000,0.000,1.000,0.205,0.000,0.495,0.892
MAG-GUT34834,0.000,0.000,0.333,0.192,0.121,0.448,0.892
MAG-GUT3484,0.000,0.000,0.000,1.000,0.000,0.994,0.990
MAG-GUT34892,0.000,0.000,0.500,0.184,0.120,0.426,0.880
MAG-GUT34932,0.000,0.000,0.000,0.707,0.714,0.738,0.434
MAG-GUT34937,0.000,0.000,0.125,0.169,0.077,0.487,0.886
MAG-GUT3493,0.000,0.000,0.000,1.000,0.000,0.970,0.991
MAG-GUT34945,0.000,1.000,0.983,1.000,1.000,1.000,0.999
MAG-GUT34992,0.000,0.000,0.571,0.202,0.032,0.455,0.902
MAG-GUT3499,0.000,0.000,0.000,0.861,0.000,0.954,0.990
MAG-GUT35070,0.000,0.000,0.500,0.219,0.194,0.478,0.896
MAG-GUT35087,0.000,0.000,0.000,0.827,0.385,0.802,0.784
MAG-GUT3508,0.000,0.000,0.000,0.909,0.000,0.989,0.993
MAG-GUT35150,0.000,0.000,0.600,0.212,0.073,0.461,0.897
MAG-GUT35198,0.000,0.000,0.000,0.553,0.083,0.709,0.757
MAG-GUT35206,0.000,0.000,0.000,0.887,0.800,0.769,0.772
MAG-GUT35223,0.000,0.000,0.000,0.728,0.143,0.868,0.904
MAG-GUT35231,0.000,0.000,1.000,0.861,0.661,0.919,0.964
MAG-GUT35271,0.000,0.000,0.000,0.495,0.083,0.719,0.764
MAG-GUT35302,0.000,0.000,0.800,0.239,0.143,0.465,0.890
MAG-GUT3531,0.000,0.000,0.000,0.200,0.000,0.786,0.933
MAG-GUT35394,0.000,0.000,0.000,0.853,0.000,0.908,0.951
MAG-GUT35418,0.000,0.000,0.000,0.202,0.091,0.501,0.888
MAG-GUT35486,0.000,0.000,0.750,1.000,1.000,0.995,0.981
MAG-GUT3548,0.000,0.000,0.000,1.000,1.000,0.998,0.997
MAG-GUT3553,0.000,0.000,0.000,0.966,0.000,0.992,0.992
MAG-GUT35547,0.000,0.000,0.333,0.186,0.056,0.470,0.894
MAG-GUT35591,0.000,1.000,1.000,0.969,0.860,0.984,0.984
MAG-GUT35597,0.000,0.000,0.000,0.811,0.600,0.778,0.774
MAG-GUT3561,0.000,0.000,0.000,0.994,0.971,0.999,0.998
MAG-GUT35625,0.000,0.000,0.000,0.222,0.000,0.791,0.962
MAG-GUT35626,0.000,0.000,1.000,0.985,0.989,0.992,0.987
MAG-GUT35629,0.000,0.000,1.000,0.188,0.167,0.446,0.902
MAG-GUT35641,0.000,0.000,0.000,0.712,0.000,0.847,0.909
MAG-GUT35683,0.000,0.000,1.000,0.826,0.667,0.965,0.977
MAG-GUT35732,0.000,0.000,0.000,0.976,0.889,0.947,0.979
MAG-GUT35747,0.000,0.000,0.000,0.431,0.000,0.609,0.938
MAG-GUT35760,0.000,0.000,0.000,0.841,0.000,0.929,0.950
MAG-GUT35789,0.000,0.000,1.000,1.000,0.000,0.997,0.995
MAG-GUT35807,0.000,1.000,0.800,0.962,0.971,0.962,0.948
MAG-GUT35824,0.000,0.000,0.000,0.198,0.000,0.526,0.895
MAG-GUT35837,0.000,1.000,1.000,0.998,0.997,0.996,0.988
MAG-GUT35871,0.000,0.000,0.000,0.953,0.941,0.939,0.974
MAG-GUT35918,0.000,1.000,0.000,0.839,0.969,0.495,0.778
MAG-GUT35922,0.000,0.000,1.000,0.988,0.988,0.984,0.969
MAG-GUT35934,0.000,0.000,1.000,0.193,0.211,0.476,0.896
MAG-GUT35935,0.000,1.000,1.000,0.997,0.998,0.996,0.990
MAG-GUT35943,0.000,0.000,0.000,0.939,0.818,0.947,0.979
MAG-GUT35945,0.000,0.000,0.000,0.962,0.951,0.978,0.881
MAG-GUT35948,0.000,0.000,0.000,0.171,0.600,0.412,0.903
MAG-GUT35964,0.000,1.000,1.000,0.998,0.999,0.997,0.994
MAG-GUT36009,0.000,0.000,0.000,0.991,0.955,0.994,0.991
MAG-GUT36027,0.000,0.000,0.900,0.920,0.792,0.973,0.979
MAG-GUT36037,0.000,0.000,1.000,0.997,0.997,0.989,0.988
MAG-GUT36103,0.000,0.000,0.000,0.912,0.722,0.953,0.823
MAG-GUT36136,0.000,0.000,0.000,0.871,0.857,0.922,0.886
MAG-GUT36138,0.000,0.000,0.000,0.986,0.850,0.996,0.988
MAG-GUT36139,0.000,0.000,0.000,0.951,0.938,0.951,0.950
MAG-GUT36148,0.000,0.000,0.200,0.990,1.000,0.979,0.908
MAG-GUT36218,0.000,0.000,0.000,0.825,0.000,0.928,0.941
MAG-GUT36222,0.000,0.000,0.250,0.175,0.111,0.458,0.900
MAG-GUT3624,0.000,0.000,1.000,0.998,1.000,0.995,0.994
MAG-GUT36301,0.000,0.000,1.000,0.333,0.442,0.470,0.886
MAG-GUT3630,0.000,0.000,0.000,0.854,0.200,0.872,0.908
MAG-GUT3631,0.000,0.000,0.800,0.989,0.000,0.982,0.974
MAG-GUT36419,0.000,0.000,0.000,0.973,1.000,0.957,0.966
MAG-GUT36441,0.000,0.000,0.000,0.728,0.429,0.776,0.724
MAG-GUT3651,0.000,0.000,0.000,0.857,0.500,0.826,0.800
MAG-GUT36569,0.000,0.000,1.000,0.945,0.000,0.971,0.975
MAG-GUT36571,0.000,0.000,0.000,0.930,0.706,0.941,0.978
MAG-GUT36577,0.000,0.000,0.000,0.237,0.125,0.830,0.962
MAG-GUT36580,0.000,0.000,0.000,0.993,1.000,0.999,0.894
MAG-GUT36616,0.000,0.000,0.000,0.901,0.760,0.907,0.911
MAG-GUT36683,0.000,0.000,0.000,0.986,0.000,0.998,0.996
MAG-GUT36692,0.000,0.000,0.000,0.779,0.467,0.803,0.807
MAG-GUT36712,0.000,0.000,0.000,0.957,0.835,0.918,0.914
MAG-GUT36733,0.000,0.000,0.000,0.911,0.742,0.920,0.969
MAG-GUT3674,0.000,0.000,1.000,1.000,1.000,0.994,0.987
MAG-GUT36756,0.000,0.000,0.000,0.861,0.913,0.949,0.952
MAG-GUT36772,0.000,1.000,1.000,0.999,1.000,0.998,0.981
MAG-GUT36794,0.000,1.000,1.000,0.995,0.997,0.993,0.991
MAG-GUT36796,0.000,0.000,0.000,0.905,0.700,0.917,0.969
MAG-GUT36799,0.000,1.000,1.000,0.997,0.997,0.998,0.997
MAG-GUT36814,0.000,0.000,1.000,0.955,0.450,0.979,0.987
MAG-GUT36916,0.000,0.000,0.000,0.684,0.000,0.944,0.982
MAG-GUT36922,0.000,0.000,1.000,0.994,0.989,0.993,0.992
MAG-GUT36962,0.000,0.000,0.000,0.956,0.879,0.929,0.932
MAG-GUT36998,0.000,1.000,0.950,0.993,0.958,0.992,0.990
MAG-GUT37024,0.000,0.000,0.000,0.557,0.111,0.687,0.754
MAG-GUT3702,0.000,0.000,0.000,0.795,0.750,0.793,0.784
MAG-GUT37063,0.000,0.000,0.000,0.985,0.977,0.987,0.985
MAG-GUT37077,0.000,0.000,0.667,0.255,0.300,0.480,0.886
MAG-GUT37090,0.000,0.000,0.000,0.992,1.000,0.987,0.959
MAG-GUT3710,0.000,1.000,0.971,0.990,0.962,0.993,0.993
MAG-GUT37154,0.000,0.000,0.000,0.842,0.000,0.823,0.797
MAG-GUT37167,0.000,1.000,0.500,0.972,0.995,0.974,0.958
MAG-GUT37176,0.000,1.000,0.954,0.967,0.926,0.980,0.973
MAG-GUT37194,0.000,0.000,0.333,0.284,0.370,0.521,0.902
MAG-GUT37249,0.000,1.000,0.963,0.994,0.995,0.994,0.985
MAG-GUT37277,0.000,0.000,0.000,0.937,0.463,0.945,0.979
MAG-GUT37279,0.000,1.000,0.953,0.968,0.959,0.985,0.976
MAG-GUT37376,0.000,1.000,1.000,0.986,0.957,0.993,0.993
MAG-GUT37378,0.000,1.000,0.980,0.999,0.998,0.998,0.995
MAG-GUT37384,0.000,0.000,0.000,0.994,1.000,0.993,0.992
MAG-GUT37389,0.000,0.000,0.000,0.676,0.000,0.826,0.906
MAG-GUT37401,0.000,0.000,0.000,0.897,0.636,0.922,0.980
MAG-GUT37445,0.000,0.000,0.000,0.895,0.429,0.932,0.891
MAG-GUT3745,0.000,1.000,1.000,0.985,0.333,0.983,0.980
MAG-GUT3747,0.000,0.000,1.000,0.998,1.000,0.996,0.994
MAG-GUT374,0.000,0.000,0.000,0.978,0.973,0.993,0.996
MAG-GUT37542,0.000,0.000,0.000,0.970,0.841,0.946,0.917
MAG-GUT37553,0.000,0.667,1.000,0.994,1.000,0.989,0.978
MAG-GUT37559,0.000,1.000,0.600,0.997,0.996,0.997,0.991
MAG-GUT37563,0.000,0.000,0.000,0.654,1.000,0.464,0.744
MAG-GUT37626,0.000,0.000,0.500,0.144,0.048,0.449,0.874
MAG-GUT37689,0.000,1.000,0.954,0.984,0.962,0.992,0.992
MAG-GUT37747,0.000,0.000,0.500,0.226,0.087,0.458,0.902
MAG-GUT37758,0.000,1.000,1.000,0.951,0.857,0.966,0.982
MAG-GUT37818,0.000,0.889,0.986,0.996,0.996,0.995,0.992
MAG-GUT37858,0.000,0.000,0.111,0.656,0.136,0.790,0.930
MAG-GUT37870,0.000,1.000,0.988,0.996,0.997,0.997,0.987
MAG-GUT37878,0.000,1.000,1.000,0.957,0.828,0.986,0.991
MAG-GUT37917,0.000,0.000,0.500,0.930,0.889,0.962,0.982
MAG-GUT37934,0.000,0.000,0.000,0.830,0.200,0.818,0.777
MAG-GUT37939,0.000,0.000,0.000,0.958,0.500,0.989,0.984
MAG-GUT37942,0.000,1.000,1.000,0.999,1.000,0.997,0.992
MAG-GUT37950,0.000,0.000,0.000,0.974,0.903,0.949,0.930
MAG-GUT37961,0.000,0.000,0.000,1.000,1.000,0.998,0.997
MAG-GUT37976,0.000,0.000,0.000,0.945,0.828,0.882,0.937
MAG-GUT379,0.000,0.000,0.000,0.962,0.857,0.951,0.987
MAG-GUT38016,0.000,0.000,0.714,0.985,0.996,0.969,0.893
MAG-GUT38052,0.000,0.000,0.375,0.187,0.094,0.466,0.880
MAG-GUT38093,0.000,1.000,0.750,0.974,0.857,0.970,0.972
MAG-GUT38145,0.000,1.000,1.000,0.998,0.993,0.996,0.995
MAG-GUT38177,0.000,0.000,0.000,0.933,0.000,0.985,0.981
MAG-GUT38182,0.000,0.000,1.000,1.000,1.000,0.997,0.994
MAG-GUT38231,0.000,1.000,1.000,0.999,1.000,0.999,0.994
MAG-GUT38263,0.000,0.000,0.000,0.470,0.111,0.718,0.747
MAG-GUT38358,0.000,0.000,0.000,0.797,0.000,0.966,0.978
MAG-GUT38435,0.000,0.000,1.000,0.823,0.143,0.946,0.970
MAG-GUT38485,0.000,0.000,0.000,0.988,0.980,0.979,0.975
MAG-GUT3853,0.000,0.000,0.000,0.192,0.000,0.700,0.913
MAG-GUT38547,0.000,0.000,0.000,0.894,0.969,0.964,0.865
MAG-GUT38551,0.000,1.000,1.000,0.980,0.992,0.968,0.949
MAG-GUT38584,0.000,0.000,0.000,0.867,0.800,0.810,0.790
MAG-GUT38585,0.000,0.000,1.000,0.989,0.978,0.983,0.970
MAG-GUT38587,0.000,1.000,0.000,0.795,0.905,0.454,0.763
MAG-GUT38589,0.000,0.500,0.000,0.863,0.333,0.920,0.966
MAG-GUT38605,0.000,0.000,0.667,0.209,0.182,0.443,0.892
MAG-GUT38625,0.000,0.000,0.000,0.918,1.000,0.984,0.885
MAG-GUT38697,0.000,0.000,0.000,0.176,0.000,0.720,0.953
MAG-GUT38702,0.000,1.000,0.943,0.976,0.953,0.990,0.992
MAG-GUT38735,0.000,0.000,0.000,0.908,0.750,0.933,0.983
MAG-GUT3880,0.000,1.000,1.000,0.983,0.982,0.991,0.992
MAG-GUT38840,0.000,0.000,0.929,0.995,0.989,0.987,0.984
MAG-GUT38856,0.000,0.000,0.000,0.643,0.000,0.810,0.894
MAG-GUT38906,0.000,0.000,0.500,0.177,0.043,0.453,0.874
MAG-GUT3891,0.000,0.000,0.000,0.792,0.200,0.954,0.973
MAG-GUT38999,0.000,0.000,0.500,0.986,0.998,0.976,0.889
MAG-GUT39017,0.000,0.000,0.000,0.200,0.143,0.814,0.951
MAG-GUT39028,0.000,1.000,0.978,0.967,0.943,0.963,0.943
MAG-GUT39078,0.000,0.000,0.000,0.949,0.880,0.929,0.914
MAG-GUT3907,0.000,0.000,1.000,0.828,0.000,0.948,0.971
MAG-GUT39088,0.000,0.000,0.500,0.280,0.355,0.480,0.875
